"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_MM_DD_YYYY","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,100831 ,2010-08-31,132741 ,CME ,00 ,132 ,14244248, 1790565, 3277594, 2925340, 1037341,  296287,  834699, 1228751,  330131, 4892511,  196427,  342483,  392571,13298205,13291616,  946043,  952633,  272507,    8279,  -12733,  118582,   -2440,    9982,   45492,  -32361,    4395,  128616,   -1905,    1029,   21488,  285751,  316851,  -13244,  -44344,  100.0,   12.6,   23.0,   20.5,    7.3,    2.1,    5.9,    8.6,    2.3,   34.3,    1.4,    2.4,    2.8,   93.4,   93.3,    6.6,    6.7,    297,     28,     70,     96,     11,     13,     21,     72,     66,    115,     10,     19,     26,    277,    278,    21.5,    24.4,    33.0,    36.9,    14.4,    14.3,    20.6,    18.4,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,100824 ,2010-08-24,132741 ,CME ,00 ,132 ,13971742, 1782285, 3290326, 2806758, 1039781,  286305,  789207, 1261113,  325736, 4763895,  198331,  341453,  371083,13012454,12974765,  959288,  996977,  258150,   47500,   32967,  -32856,    5714,   -6442,   51899,    1212,    7873,  120519,   21327,   25313,   13451,  228767,  212723,   29383,   45427,  100.0,   12.8,   23.5,   20.1,    7.4,    2.0,    5.6,    9.0,    2.3,   34.1,    1.4,    2.4,    2.7,   93.1,   92.9,    6.9,    7.1,    294,     25,     73,     95,      9,     15,     21,     67,     65,    112,     11,     21,     24,    272,    274,    21.5,    23.9,    33.4,    36.3,    15.6,    14.3,    21.6,    18.3,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,100817 ,2010-08-17,132741 ,CME ,00 ,132 ,13713592, 1734785, 3257359, 2839614, 1034068,  292748,  737308, 1259900,  317864, 4643377,  177004,  316141,  357632,12783687,12762042,  929905,  951550, -200614,   50770,   10149,  -74544,   -1531,   -4748,  -24369,  -34470,  -23303,  -37449,    4641,    8917,    5210, -111743, -140136,  -88871,  -60477,  100.0,   12.7,   23.8,   20.7,    7.5,    2.1,    5.4,    9.2,    2.3,   33.9,    1.3,    2.3,    2.6,   93.2,   93.1,    6.8,    6.9,    294,     30,     70,     95,     11,     13,     21,     68,     68,    115,      9,     19,     20,    272,    273,    21.3,    23.9,    33.1,    35.9,    15.7,    14.2,    21.7,    18.4,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,100810 ,2010-08-10,132741 ,CME ,00 ,132 ,13914205, 1684015, 3247210, 2914158, 1035599,  297495,  761677, 1294370,  341166, 4680826,  172363,  307223,  352422,12895430,12902179, 1018776, 1012027,   98688,  -65080,   82443,    6679,   -5024,   17443,   18733,   95235,   -3459,   76833,   -1292,  -13555,   -4042,  122043,  181075,  -23354,  -82387,  100.0,   12.1,   23.3,   20.9,    7.4,    2.1,    5.5,    9.3,    2.5,   33.6,    1.2,    2.2,    2.5,   92.7,   92.7,    7.3,    7.3,    293,     26,     71,     94,     12,     15,     22,     63,     73,    114,      8,     19,     21,    272,    272,    21.5,    24.0,    33.5,    35.6,    16.0,    13.7,    21.7,    18.1,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,100803 ,2010-08-03,132741 ,CME ,00 ,132 ,13815517, 1749094, 3164767, 2907479, 1040623,  280053,  742944, 1199135,  344626, 4603993,  173654,  320778,  356464,12773387,12721103, 1042130, 1094414,  759807,   56611,   25273,   89214,  -36700,  -10254,  150682,    -264,   12323,  412706,   -9695,   -4981,   17961,  680516,  692924,   79291,   66882,  100.0,   12.7,   22.9,   21.0,    7.5,    2.0,    5.4,    8.7,    2.5,   33.3,    1.3,    2.3,    2.6,   92.5,   92.1,    7.5,    7.9,    296,     32,     67,     96,     11,     15,     22,     63,     74,    113,      8,     20,     20,    274,    273,    21.7,    23.9,    33.5,    35.3,    16.0,    13.5,    22.0,    17.4,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,100727 ,2010-07-27,132741 ,CME ,00 ,132 ,13055711, 1692483, 3139494, 2818264, 1077323,  290306,  592262, 1199398,  332303, 4191287,  183350,  325759,  338504,12092871,12028179,  962839, 1027531,   84094, -140303,  -35987,   -5388,  -28386,  -53253,  -14552,   61638,   15387,  109851,   18855,     815,    3499,    5213,   20370,   78880,   63723,  100.0,   13.0,   24.0,   21.6,    8.3,    2.2,    4.5,    9.2,    2.5,   32.1,    1.4,    2.5,    2.6,   92.6,   92.1,    7.4,    7.9,    293,     30,     68,     98,     11,     15,     22,     59,     75,    113,     11,     18,     20,    275,    271,    21.1,    23.9,    33.7,    35.0,    17.3,    14.6,    23.8,    18.1,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE" ,100720 ,2010-07-20,132741 ,CME ,00 ,132 ,12971617, 1832786, 3175481, 2823653, 1105709,  343560,  606814, 1137761,  316916, 4081436,  164495,  324944,  335005,12087658,12007809,  883959,  963808,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,  100.0,   14.1,   24.5,   21.8,    8.5,    2.6,    4.7,    8.8,    2.4,   31.5,    1.3,    2.5,    2.6,   93.2,   92.6,    6.8,    7.4,    301,     30,     73,    101,     10,     16,     21,     70,     67,    108,     10,     18,     22,    283,    270,    21.6,    25.1,    34.4,    36.1,    18.0,    15.2,    24.3,    19.0,"(CONTRACTS OF $1,000,000)" ,"132741" ,"CME" ,"132" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101228 ,2010-12-28,246602 ,CBT ,00 ,246 ,   14172,    6309,    6233,      97,     991,    1119,     156,    1775,    5901,       0,    4800,     468,       0,   14128,   13974,      44,     198,     305,     363,    -503,       7,     -27,       4,      30,     -53,     798,       0,       0,     -10,       0,     320,     326,     -15,     -21,  100.0,   44.5,   44.0,    0.7,    7.0,    7.9,    1.1,   12.5,   41.6,    0.0,   33.9,    3.3,    0.0,   99.7,   98.6,    0.3,    1.4,     34,      4,      4,      .,      .,      6,      .,      .,     12,      0,      .,      .,      0,     12,     25,    83.8,    63.9,    98.4,    82.1,    83.8,    63.2,    97.7,    81.4,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101221 ,2010-12-21,246602 ,CBT ,00 ,246 ,   13867,    5946,    6736,      90,    1018,    1115,     126,    1828,    5103,       0,    4800,     478,       0,   13808,   13648,      59,     219,    1033,    1062,     143,      90,     -59,      67,      29,      38,     849,       0,       0,    -106,       0,    1160,    1072,    -127,     -39,  100.0,   42.9,   48.6,    0.6,    7.3,    8.0,    0.9,   13.2,   36.8,    0.0,   34.6,    3.4,    0.0,   99.6,   98.4,    0.4,    1.6,     32,      4,      4,      .,      .,      6,      .,      .,     10,      0,      .,      .,      0,     12,     23,    83.3,    65.2,    98.1,    83.7,    83.3,    64.6,    97.8,    83.0,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101214 ,2010-12-14,246602 ,CBT ,00 ,246 ,   12834,    4884,    6593,       0,    1077,    1048,      97,    1790,    4254,       0,    4800,     584,       0,   12648,   12576,     186,     258,   -8528,   -5849,   -7258,   -1811,      10,     -43,     -26,     872,    2297,   -1791,       0,      16,       0,   -8595,   -8616,      67,      88,  100.0,   38.1,   51.4,    0.0,    8.4,    8.2,    0.8,   13.9,   33.1,    0.0,   37.4,    4.6,    0.0,   98.6,   98.0,    1.4,    2.0,     31,      4,      4,      0,      .,      5,      .,      .,      9,      0,      .,      4,      0,     11,     22,    84.8,    68.7,    97.4,    83.8,    84.8,    68.7,    97.4,    83.8,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101207 ,2010-12-07,246602 ,CBT ,00 ,246 ,   21362,   10733,   13851,    1811,    1067,    1091,     123,     918,    1957,    1791,    4800,     568,       0,   21243,   21192,     119,     170,    2257,     971,     334,     499,      45,     131,      60,     152,     405,     534,       0,     303,       0,    2261,    2266,      -4,      -9,  100.0,   50.2,   64.8,    8.5,    5.0,    5.1,    0.6,    4.3,    9.2,    8.4,   22.5,    2.7,    0.0,   99.4,   99.2,    0.6,    0.8,     31,      4,      4,      .,      .,      5,      .,      .,      7,      .,      .,      4,      0,     16,     21,    72.2,    83.9,    95.2,    92.3,    72.2,    68.3,    81.2,    75.6,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101130 ,2010-11-30,246602 ,CBT ,00 ,246 ,   19105,    9762,   13517,    1312,    1022,     960,      63,     766,    1552,    1257,    4800,     265,       0,   18982,   18926,     123,     179,    1842,     983,     866,      11,     117,     -15,      -4,     -52,     105,     808,       0,      60,       0,    1863,    1831,     -21,      11,  100.0,   51.1,   70.8,    6.9,    5.3,    5.0,    0.3,    4.0,    8.1,    6.6,   25.1,    1.4,    0.0,   99.4,   99.1,    0.6,    0.9,     30,      4,      4,      .,      .,      5,      .,      .,      7,      .,      .,      .,      0,     17,     20,    75.8,    83.5,    94.4,    92.0,    75.8,    72.9,    84.7,    78.6,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101123 ,2010-11-23,246602 ,CBT ,00 ,246 ,   17263,    8779,   12651,    1301,     905,     975,      67,     818,    1447,     449,    4800,     205,       0,   17119,   17095,     144,     168,    1486,    1777,    1140,       0,      -1,       0,     -18,     -29,     545,    -197,       0,     -40,       0,    1532,    1430,     -46,      56,  100.0,   50.9,   73.3,    7.5,    5.2,    5.6,    0.4,    4.7,    8.4,    2.6,   27.8,    1.2,    0.0,   99.2,   99.0,    0.8,    1.0,     30,      4,      4,      .,      .,      5,      .,      .,      7,      .,      .,      .,      0,     16,     20,    78.1,    83.2,    94.4,    91.4,    78.1,    75.6,    87.7,    81.3,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101116 ,2010-11-16,246602 ,CBT ,00 ,246 ,   15777,    7002,   11511,    1301,     906,     975,      85,     847,     902,     646,    4800,     245,       0,   15587,   15665,     190,     112,     314,      11,    1403,       1,     -33,     134,      29,     -12,   -1636,     395,       0,     -30,       0,     391,     296,     -77,      18,  100.0,   44.4,   73.0,    8.2,    5.7,    6.2,    0.5,    5.4,    5.7,    4.1,   30.4,    1.6,    0.0,   98.8,   99.3,    1.2,    0.7,     30,      4,      4,      .,      .,      5,      .,      5,      5,      .,      .,      .,      0,     16,     20,    74.2,    83.7,    92.6,    91.6,    74.2,    75.4,    84.4,    80.8,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101109 ,2010-11-09,246602 ,CBT ,00 ,246 ,   15463,    6991,   10108,    1300,     939,     841,      56,     859,    2538,     251,    4800,     275,       0,   15196,   15369,     267,      94,    1029,    1127,    1046,       0,     -42,       0,      42,    -120,     -93,       0,       0,      42,       0,    1007,    1037,      22,      -8,  100.0,   45.2,   65.4,    8.4,    6.1,    5.4,    0.4,    5.6,   16.4,    1.6,   31.0,    1.8,    0.0,   98.3,   99.4,    1.7,    0.6,     31,      4,      4,      .,      .,      5,      .,      5,      6,      .,      .,      .,      0,     16,     19,    75.8,    82.8,    93.6,    91.8,    75.8,    74.4,    86.1,    81.8,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101102 ,2010-11-02,246602 ,CBT ,00 ,246 ,   14434,    5864,    9062,    1300,     981,     841,      14,     979,    2631,     251,    4800,     233,       0,   14189,   14332,     245,     102,     -11,     359,     -71,       0,      33,       0,       0,    -348,      13,       0,       0,      40,       0,      44,     -18,     -55,       7,  100.0,   40.6,   62.8,    9.0,    6.8,    5.8,    0.1,    6.8,   18.2,    1.7,   33.3,    1.6,    0.0,   98.3,   99.3,    1.7,    0.7,     33,      4,      4,      .,      .,      5,      .,      5,      8,      .,      .,      .,      0,     16,     20,    75.8,    78.6,    93.1,    90.0,    73.7,    69.6,    85.6,    79.3,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101026 ,2010-10-26,246602 ,CBT ,00 ,246 ,   14445,    5505,    9133,    1300,     948,     841,      14,    1327,    2618,     251,    4800,     193,       0,   14145,   14350,     300,      95,    1932,    1751,    1871,       0,     -20,      27,      -8,      26,    -158,     193,       0,     -12,       0,    1942,    1913,     -10,      19,  100.0,   38.1,   63.2,    9.0,    6.6,    5.8,    0.1,    9.2,   18.1,    1.7,   33.2,    1.3,    0.0,   97.9,   99.3,    2.1,    0.7,     34,      4,      4,      .,      .,      5,      .,      6,      8,      .,      .,      .,      0,     17,     20,    75.1,    79.1,    90.3,    90.5,    71.7,    70.1,    83.1,    79.8,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101019 ,2010-10-19,246602 ,CBT ,00 ,246 ,   12513,    3754,    7262,    1300,     968,     814,      22,    1301,    2776,      58,    4800,     205,       0,   12203,   12437,     310,      76,     419,     577,    2135,       0,      10,       0,       0,    -144,   -1716,       0,       0,       0,       0,     443,     419,     -24,       0,  100.0,   30.0,   58.0,   10.4,    7.7,    6.5,    0.2,   10.4,   22.2,    0.5,   38.4,    1.6,    0.0,   97.5,   99.4,    2.5,    0.6,     33,      4,      4,      .,      .,      5,      .,      6,      7,      .,      .,      .,      0,     17,     19,    75.5,    76.2,    91.0,    89.3,    70.2,    65.8,    82.1,    78.3,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101012 ,2010-10-12,246602 ,CBT ,00 ,246 ,   12094,    3177,    5127,    1300,     958,     814,      22,    1445,    4492,      58,    4800,     205,       0,   11760,   12018,     334,      76,     931,     880,     246,       0,     -15,       0,       0,      73,     682,       0,       0,      30,       0,     938,     958,      -7,     -27,  100.0,   26.3,   42.4,   10.7,    7.9,    6.7,    0.2,   11.9,   37.1,    0.5,   39.7,    1.7,    0.0,   97.2,   99.4,    2.8,    0.6,     32,      4,      4,      .,      .,      5,      .,      5,      7,      .,      .,      .,      0,     16,     19,    75.6,    78.6,    90.0,    89.8,    70.1,    67.9,    81.4,    78.4,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,101005 ,2010-10-05,246602 ,CBT ,00 ,246 ,   11163,    2297,    4881,    1300,     973,     814,      22,    1372,    3810,      58,    4800,     175,       0,   10822,   11060,     341,     103,      52,    -185,     -18,       0,      58,      49,     -49,     109,      34,      58,       0,       0,       0,      -9,      74,      61,     -22,  100.0,   20.6,   43.7,   11.6,    8.7,    7.3,    0.2,   12.3,   34.1,    0.5,   43.0,    1.6,    0.0,   96.9,   99.1,    3.1,    0.9,     30,      .,      4,      .,      .,      5,      .,      5,      7,      .,      .,      .,      0,     15,     18,    77.4,    76.9,    91.4,    89.5,    70.5,    65.3,    81.6,    77.1,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,100928 ,2010-09-28,246602 ,CBT ,00 ,246 ,   11111,    2482,    4899,    1300,     915,     765,      71,    1263,    3776,       0,    4800,     175,       0,   10831,   10986,     280,     125,    1246,    1315,    -508,       0,      31,     216,    -151,     103,    1736,     -48,       0,       0,       0,    1250,    1245,      -4,       1,  100.0,   22.3,   44.1,   11.7,    8.2,    6.9,    0.6,   11.4,   34.0,    0.0,   43.2,    1.6,    0.0,   97.5,   98.9,    2.5,    1.1,     30,      4,      4,      .,      .,      5,      .,      5,      7,      0,      .,      .,      0,     14,     18,    77.7,    72.1,    92.0,    87.5,    71.9,    60.4,    82.1,    75.1,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,100921 ,2010-09-21,246602 ,CBT ,00 ,246 ,    9865,    1167,    5407,    1300,     884,     549,     222,    1160,    2040,      48,    4800,     175,       0,    9581,    9741,     284,     124,     -19,    -324,     447,       0,       0,       0,       0,     149,    -612,      48,       0,       0,       0,    -127,    -117,     108,      98,  100.0,   11.8,   54.8,   13.2,    9.0,    5.6,    2.3,   11.8,   20.7,    0.5,   48.7,    1.8,    0.0,   97.1,   98.7,    2.9,    1.3,     30,      .,      6,      .,      .,      5,      .,      5,      7,      .,      .,      .,      0,     13,     20,    81.4,    67.2,    93.2,    83.0,    72.6,    54.0,    80.4,    67.1,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,100914 ,2010-09-14,246602 ,CBT ,00 ,246 ,    9884,    1491,    4960,    1300,     884,     549,     222,    1011,    2652,       0,    4800,     175,       0,    9708,    9858,     176,      26,   -7388,   -1822,     180,   -4911,     -46,    -312,       0,     -63,   -1364,    -436,       0,    -420,       0,   -7278,   -7263,    -110,    -125,  100.0,   15.1,   50.2,   13.2,    8.9,    5.6,    2.2,   10.2,   26.8,    0.0,   48.6,    1.8,    0.0,   98.2,   99.7,    1.8,    0.3,     27,      .,      4,      .,      .,      5,      .,      4,      7,      0,      .,      .,      0,     11,     18,    84.3,    70.1,    96.0,    87.4,    75.2,    57.0,    82.3,    72.0,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,100907 ,2010-09-07,246602 ,CBT ,00 ,246 ,   17272,    3313,    4780,    6211,     930,     861,     222,    1074,    4016,     436,    4800,     595,       0,   16986,   17121,     286,     151,    2557,      38,    -491,    3223,     -12,    -519,      15,     110,    1166,    -846,       0,       0,       0,    2528,    2548,      29,       9,  100.0,   19.2,   27.7,   36.0,    5.4,    5.0,    1.3,    6.2,   23.3,    2.5,   27.8,    3.4,    0.0,   98.3,   99.1,    1.7,    0.9,     33,      4,      4,      .,      .,      6,      .,      5,      7,      .,      .,      4,      0,     16,     23,    81.7,    67.5,    92.3,    86.3,    50.3,    36.7,    56.3,    49.0,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,100831 ,2010-08-31,246602 ,CBT ,00 ,246 ,   14715,    3275,    5271,    2988,     942,    1380,     207,     964,    2850,    1282,    4800,     595,       0,   14458,   14573,     257,     142,    1946,     -95,     145,    1121,     -22,    -551,       0,     -55,     376,     976,       0,     -66,       0,    1925,    2001,      21,     -55,  100.0,   22.3,   35.8,   20.3,    6.4,    9.4,    1.4,    6.6,   19.4,    8.7,   32.6,    4.0,    0.0,   98.3,   99.0,    1.7,    1.0,     33,      .,      5,      .,      .,      6,      .,      5,      7,      .,      .,      4,      0,     14,     24,    77.2,    59.0,    93.2,    81.3,    55.5,    39.2,    65.5,    54.6,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,100824 ,2010-08-24,246602 ,CBT ,00 ,246 ,   12769,    3370,    5126,    1867,     964,    1931,     207,    1019,    2474,     306,    4800,     661,       0,   12533,   12572,     236,     197,     912,    -323,    -768,    1019,      12,     145,     -75,    -875,     424,     150,    1000,       0,       0,     908,     895,       4,      17,  100.0,   26.4,   40.1,   14.6,    7.5,   15.1,    1.6,    8.0,   19.4,    2.4,   37.6,    5.2,    0.0,   98.2,   98.5,    1.8,    1.5,     35,      4,      5,      .,      .,      6,      .,      5,      7,      .,      .,      5,      0,     15,     25,    80.8,    52.5,    90.9,    77.9,    67.8,    48.0,    76.8,    63.4,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,100817 ,2010-08-17,246602 ,CBT ,00 ,246 ,   11857,    3693,    5894,     848,     952,    1786,     282,    1894,    2050,     156,    3800,     661,       0,   11625,   11677,     232,     180,   -2916,   -2829,   -2964,     131,     -91,     132,    -119,      29,    -141,       0,       0,       0,       0,   -2879,   -2961,     -37,      45,  100.0,   31.1,   49.7,    7.2,    8.0,   15.1,    2.4,   16.0,   17.3,    1.3,   32.0,    5.6,    0.0,   98.0,   98.5,    2.0,    1.5,     36,      4,      5,      .,      .,      7,      .,      6,      6,      .,      .,      5,      0,     14,     25,    72.7,    55.6,    90.3,    77.3,    65.5,    55.6,    81.8,    71.4,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,100810 ,2010-08-10,246602 ,CBT ,00 ,246 ,   14773,    6522,    8858,     717,    1043,    1654,     401,    1865,    2191,     156,    3800,     661,       0,   14504,   14638,     269,     135,     942,     394,     812,     147,       0,    -108,       0,     276,     -16,       0,       0,      -5,       0,     817,     830,     125,     112,  100.0,   44.1,   60.0,    4.9,    7.1,   11.2,    2.7,   12.6,   14.8,    1.1,   25.7,    4.5,    0.0,   98.2,   99.1,    1.8,    0.9,     38,      4,      5,      .,      .,      6,      .,      8,      6,      .,      .,      5,      0,     16,     25,    74.3,    64.6,    92.2,    80.8,    69.5,    64.6,    84.5,    78.3,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
"INTEREST RATE SWAPS 10YR - CHICAGO BOARD OF TRADE" ,100803 ,2010-08-03,246602 ,CBT ,00 ,246 ,   13831,    6128,    8046,     570,    1043,    1762,     401,    1589,    2207,     156,    3800,     666,       0,   13687,   13808,     144,      23,    1211,     509,     903,     432,     -53,      27,     -13,     434,       0,       0,       0,       5,       0,    1309,    1354,     -98,    -143,  100.0,   44.3,   58.2,    4.1,    7.5,   12.7,    2.9,   11.5,   16.0,    1.1,   27.5,    4.8,    0.0,   99.0,   99.8,    1.0,    0.2,     35,      4,      4,      .,      .,      6,      .,      6,      6,      .,      .,      5,      0,     14,     24,    75.2,    68.3,    93.0,    82.5,    71.1,    68.3,    85.8,    80.4,"(CONTRACTS OF $100,000)" ,"246602" ,"CBT" ,"246" ,"F33" ,"Combined"
